price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,age,renovated,zipcode,lat,long,sqft_living15,sqft_lot15
230000,3,1,0.09231905465288036,0.005918761456473123,1,0,0,4,7,0.13283740701381508,0.0,56,0,98003,47.3343,-122.306,0.20611916264090177,0.01015840220385675
385000,4,1,0.11964549483013294,0.003015697979664022,1,0,0,4,7,0.09139213602550478,0.15767634854771784,78,0,98133,47.7025,-122.341,0.22544283413848631,0.005716253443526171
2000000,3,2,0.22525849335302806,0.027169743223611584,1,0,4,3,9,0.24760892667375134,0.14937759336099585,57,0,98040,47.5316,-122.233,0.6618357487922706,0.023342516069788797
285000,5,2,0.16765140324963074,0.00381503961282798,2,0,0,3,8,0.2412327311370882,0.0,30,0,98092,47.3266,-122.169,0.3607085346215781,0.008040633608815427
252700,2,1,0.07902511078286559,0.005839432855000033,1,0,0,3,7,0.11370882040382571,0.0,40,0,98030,47.3533,-122.166,0.1964573268921095,0.009625803489439854
329000,3,2,0.1809453471196455,0.003936151981489186,2,0,0,4,8,0.2603613177470776,0.0,40,0,98030,47.3739,-122.172,0.35426731078904994,0.007879935720844812
233000,3,2,0.12629246676514033,0.002844323978008416,1,0,0,5,6,0.18172157279489903,0.0,84,0,98002,47.3048,-122.218,0.16586151368760063,0.005400596877869605
937000,3,1,0.1809453471196455,0.0016295669203365227,2,0,0,3,8,0.18597236981934112,0.14522821576763487,110,0,98119,47.6386,-122.36,0.2834138486312399,0.0041012396694214874
667000,3,1,0.103397341211226,0.0009573932742668311,1,0,0,5,8,0.1487778958554729,0.0,116,0,98112,47.6221,-122.314,0.2995169082125604,0.004431818181818182
438000,3,1,0.11225997045790251,0.003863484560292462,1,0,0,3,7,0.08395324123273114,0.15145228215767634,77,0,98115,47.695,-122.304,0.24476650563607086,0.007156795224977044
719000,4,2,0.18980797636632202,0.004343695102034143,2,0,0,3,8,0.2731137088204038,0.0,20,0,98052,47.7073,-122.11,0.42351046698872785,0.006916896235078053
580500,3,2,0.17134416543574593,0.0024101361363579937,2,0,0,3,8,0.24654622741764082,0.0,22,0,98027,47.5391,-122.07,0.41545893719806765,0.004568411386593205
280000,2,1,0.0878877400295421,0.0007660357317821261,3,0,0,3,7,0.12646121147715197,0.0,20,0,98133,47.7274,-122.357,0.22383252818035426,0.0020156106519742885
687500,4,1,0.17208271787296897,0.0030278092165301426,1,0,0,4,7,0.16046758767268862,0.17012448132780084,96,0,98117,47.6823,-122.368,0.23510466988727857,0.00573921028466483
535000,3,1,0.08050221565731167,0.0018166855299180857,1,0,0,4,8,0.11583421891604676,0.0,96,0,98117,47.6889,-122.375,0.2528180354267311,0.005831037649219467
322500,4,2,0.15214180206794684,0.004032436314574844,1,0,0,3,7,0.13602550478214664,0.16182572614107885,44,0,98058,47.4276,-122.157,0.3252818035426731,0.010009182736455464
696000,3,2,0.16986706056129985,0.0018530192405164473,1,0,0,3,8,0.16046758767268862,0.16390041493775934,95,1,98115,47.6827,-122.31,0.2560386473429952,0.003746556473829201
550000,4,1,0.12259970457902511,0.021102619115528482,1,0,0,1,5,0.09883103081827843,0.15145228215767634,92,0,98052,47.6621,-122.132,0.34782608695652173,0.013162304866850322
640000,4,2,0.17429837518463812,0.0036333710598361714,2,0,0,4,8,0.2507970244420829,0.0,121,0,98107,47.6702,-122.362,0.2785829307568438,0.00539485766758494
240000,4,1,0.09010339734121123,0.00488991188469618,1,0,0,2,7,0.09458023379383634,0.06846473029045644,56,0,98001,47.3341,-122.282,0.20772946859903382,0.008953168044077135
605000,4,2,0.1935007385524372,0.004573808602490434,2,0,0,3,8,0.2784272051009564,0.0,29,0,98056,47.5301,-122.18,0.4219001610305958,0.013640955004591369
625000,4,2,0.18980797636632202,0.0033427013750492777,2,0,0,3,9,0.2731137088204038,0.0,25,0,98074,47.6145,-122.027,0.3977455716586151,0.006507116620752984
775000,4,2,0.31166912850812406,0.014646118742199607,1,0,0,3,8,0.2763018065887354,0.3360995850622407,41,0,98166,47.445,-122.347,0.38808373590982287,0.03514348025711662
861990,5,2,0.2655096011816839,0.003414763234402695,2,0,0,3,9,0.3820403825717322,0.0,11,0,98053,47.6848,-122.016,0.5837359098228664,0.006472681359044995
685000,3,1,0.11595273264401773,0.001380681002737745,2,0,0,3,7,0.16684378320935175,0.0,103,0,98119,47.6413,-122.364,0.25442834138486314,0.0030303030303030303
309000,3,1,0.09453471196454949,0.005847305158963012,1,0,0,4,6,0.09776833156216791,0.07468879668049792,66,0,98058,47.4485,-122.175,0.21578099838969403,0.010110192837465564
488000,3,2,0.23338257016248154,0.008237457754491907,2,0,0,3,8,0.33581296493092455,0.0,22,0,98019,47.7443,-121.977,0.49114331723027377,0.010596877869605142
210490,3,1,0.07311669128508123,0.0051642313997138116,1,0,0,3,6,0.10520722635494155,0.0,59,0,98023,47.3066,-122.371,0.19774557165861514,0.01014692378328742
785000,4,2,0.16912850812407682,0.008124217689793678,2,0,0,4,9,0.24335812964930925,0.0,44,0,98007,47.6194,-122.151,0.43156199677938806,0.01570821854912764
450000,3,1,0.09231905465288036,0.003610965271633848,1,0,0,4,7,0.13283740701381508,0.0,72,0,98115,47.6796,-122.301,0.15619967793880837,0.005853994490358127
1350000,3,2,0.2033234859675037,0.03936454762410838,1,1,2,5,9,0.23007438894792773,0.12199170124481327,72,0,98070,47.4041,-122.451,0.43156199677938806,0.08323347107438017
228000,3,1,0.0878877400295421,0.005570563396572157,1,0,0,3,7,0.12646121147715197,0.0,70,0,98148,47.4258,-122.322,0.19162640901771336,0.010748393021120293
345000,5,2,0.2326440177252585,0.005531201876757264,1,0,0,4,8,0.1742826780021254,0.3132780082987552,59,0,98056,47.4934,-122.189,0.32045088566827695,0.010483241505968778
600000,3,1,0.10413589364844904,0.0024706923206885964,1,0,0,4,7,0.10626992561105207,0.08506224066390042,75,0,98117,47.6808,-122.384,0.22705314009661837,0.004683195592286501
585000,2,1,0.14623338257016247,0.005177553760266544,1,0,0,3,7,0.10520722635494155,0.2053941908713693,44,0,98117,47.6989,-122.369,0.23832528180354268,0.007734159779614325
920000,5,2,0.2016248153618907,0.0036333710598361714,1,0,0,3,8,0.2263549415515409,0.12448132780082988,98,0,98105,47.6571,-122.281,0.4396135265700483,0.006887052341597796
885000,4,2,0.20901033973412111,0.0030278092165301426,2,0,0,3,9,0.3007438894792774,0.0,30,0,98105,47.6597,-122.29,0.3140096618357488,0.00573921028466483
292500,4,2,0.16617429837518463,0.002722000485660598,2,0,0,3,7,0.23910733262486716,0.0,17,0,98042,47.3663,-122.114,0.36231884057971014,0.005165289256198347
301000,3,2,0.17872968980797638,0.0028764187557036355,2,0,0,3,8,0.25717321997874604,0.0,22,0,98042,47.3663,-122.122,0.4331723027375201,0.0054522497704315885
951000,5,3,0.24002954209748892,0.008684967956695062,2,0,4,4,8,0.34537725823591925,0.0,57,0,98008,47.588,-122.116,0.47665056360708535,0.012676767676767677
430000,4,3,0.13663220088626293,0.006041084948820941,2,0,0,3,8,0.19659936238044634,0.0,34,0,98059,47.5059,-122.149,0.36553945249597425,0.009804866850321396
650000,3,2,0.1587887740029542,0.012859105742603516,1,0,3,4,8,0.1689691817215728,0.11618257261410789,66,0,98166,47.4336,-122.339,0.4138486312399356,0.02169421487603306
289000,3,1,0.0930576070901034,0.00508671948377064,1,0,0,3,7,0.1339001062699256,0.0,71,0,98148,47.4366,-122.335,0.20772946859903382,0.010043617998163452
505000,3,1,0.1860413589364845,0.005262332418329388,2,0,0,5,8,0.2676939426142402,0.0,52,0,98166,47.4428,-122.344,0.4025764895330113,0.010904499540863177
549000,3,1,0.1137370753323486,0.0006322065644114938,3,0,0,3,8,0.1636556854410202,0.0,11,0,98115,47.6765,-122.32,0.25442834138486314,0.003546831955922865
425000,3,2,0.12259970457902511,0.0036333710598361714,1,0,0,3,7,0.1179596174282678,0.11410788381742738,46,0,98122,47.6113,-122.297,0.2318840579710145,0.004683195592286501
317625,3,2,0.20457902511078285,0.0023065850611526627,1,0,0,5,7,0.18809776833156217,0.2074688796680498,100,0,98144,47.5747,-122.304,0.2318840579710145,0.004591368227731864
975000,4,2,0.20088626292466766,0.00669085280668831,2,0,0,3,10,0.28905419766206164,0.0,36,0,98004,47.5815,-122.192,0.4428341384863124,0.012682506887052341
287000,4,2,0.1654357459379616,0.0028146514476864205,2,0,0,3,7,0.23804463336875664,0.0,20,0,98001,47.3378,-122.257,0.3576489533011272,0.005230716253443526
204000,3,1,0.07385524372230429,0.007309131448703764,1,0,0,4,7,0.10626992561105207,0.0,57,0,98042,47.3621,-122.11,0.16264090177133655,0.014502984389348026
1325000,5,2,0.2363367799113737,0.012206915637362923,1,0,0,3,8,0.17003188097768332,0.33195020746887965,60,0,98004,47.6303,-122.215,0.5458937198067633,0.023138200183654728
1040000,5,3,0.3522895125553914,0.030335014978572192,1,0,0,4,11,0.32624867162592985,0.35269709543568467,52,0,98005,47.6525,-122.16,0.5684380032206119,0.04467056932966024
325000,3,2,0.0930576070901034,0.003398413064633432,1,0,0,4,7,0.1339001062699256,0.0,53,0,98034,47.7362,-122.179,0.2640901771336554,0.0054465105601469235
571000,4,2,0.20310192023633677,0.004727621310690165,1,0,0,5,7,0.23910733262486716,0.1037344398340249,109,0,98125,47.7168,-122.287,0.2431561996779388,0.008961202938475665
360000,4,2,0.1757754800590842,0.0030278092165301426,2,0,0,3,8,0.25292242295430395,0.0,20,0,98038,47.3608,-122.036,0.3896940418679549,0.00573921028466483
349000,3,1,0.13220088626292467,0.030598434380410315,1,0,0,5,7,0.11583421891604676,0.14522821576763487,60,0,98042,47.3511,-122.073,0.31239935587761675,0.05799931129476584
832500,4,4,0.2533234859675037,0.021256431823728213,2,0,0,4,10,0.25398512221041447,0.2157676348547718,39,0,98075,47.5822,-121.987,0.5217391304347826,0.04019742883379247
380000,4,1,0.12998522895125553,0.004420601456134009,1,0,0,3,7,0.09351753453772582,0.1825726141078838,69,0,98008,47.6034,-122.125,0.27053140096618356,0.008608815426997245
480000,3,1,0.07680945347119646,0.0030641429271285043,1,0,0,3,7,0.11052072263549416,0.0,84,0,98116,47.5636,-122.394,0.143317230273752,0.005808080808080808
410000,3,1,0.10413589364844904,0.0030641429271285043,1,0,0,4,7,0.09670563230605739,0.1037344398340249,69,0,98133,47.7073,-122.34,0.1819645732689211,0.006534664830119376
720000,4,2,0.2548005908419498,0.024030510627913133,2,0,0,3,10,0.36663124335812963,0.0,23,0,98010,47.342,-122.025,0.5394524959742351,0.0456267217630854
390000,3,2,0.17355982274741508,0.0030883654008607457,2,0,0,3,8,0.24973432518597238,0.0,22,0,98038,47.3512,-122.008,0.3784219001610306,0.0061558769513314964
360000,4,2,0.14032496307237813,0.003566153695229202,2,0,0,3,7,0.20191285866099895,0.0,33,0,98038,47.349,-122.031,0.30112721417069244,0.007351928374655647
355000,2,1,0.14918759231905465,0.004069375587016512,1,0,0,3,7,0.1073326248671626,0.2095435684647303,77,0,98118,47.5474,-122.291,0.27697262479871176,0.007713498622589532
356000,3,1,0.1240768094534712,0.0052756547788821205,1,0,0,3,8,0.1785334750265675,0.0,61,0,98059,47.4811,-122.149,0.29790660225442833,0.010097566574839302
315000,3,1,0.07090103397341212,0.004017297268492193,1,0,0,3,6,0.10201912858660998,0.0,73,0,98125,47.7264,-122.31,0.2528180354267311,0.008267906336088154
940000,3,1,0.15805022156573117,0.0021800226359017026,2,0,0,3,9,0.20191285866099895,0.04979253112033195,100,0,98119,47.6337,-122.365,0.3252818035426731,0.005509641873278237
305000,5,2,0.1964549483013294,0.00508671948377064,1,0,0,5,7,0.2826780021253985,0.0,64,0,98092,47.2909,-122.189,0.2560386473429952,0.009372130394857667
461000,3,3,0.20457902511078285,0.003801717252275247,2,0,0,3,9,0.2104144527098831,0.16390041493775934,19,0,98056,47.5228,-122.199,0.3059581320450886,0.008435491276400368
215000,2,2,0.1189069423929099,0.0012353461603442982,2,0,0,4,7,0.17109458023379384,0.0,46,0,98056,47.518,-122.194,0.3140096618357488,0.0023243801652892563
335000,2,1,0.07607090103397342,0.0006455289249642264,2,0,0,3,7,0.08129649309245483,0.054979253112033194,19,0,98136,47.5394,-122.387,0.16586151368760063,0.0012695133149678605
243500,4,2,0.14623338257016247,0.004482974325994529,2,0,0,3,7,0.2104144527098831,0.0,37,0,98023,47.2897,-122.372,0.3188405797101449,0.008620293847566575
1099880,5,2,0.25997045790251105,0.003847134390523199,2,0,0,4,10,0.3740701381509033,0.0,24,0,98199,47.6506,-122.391,0.4057971014492754,0.0071740128558310376
153000,3,1,0.08862629246676514,0.006358399354713299,1,0,0,3,7,0.1275239107332625,0.0,63,0,98023,47.322,-122.351,0.21739130434782608,0.012052341597796144
430000,3,1,0.11669128508124077,0.0030278092165301426,1,0,0,3,8,0.13708820403825717,0.06016597510373444,86,0,98117,47.687,-122.386,0.2528180354267311,0.005165289256198347
700000,3,1,0.11669128508124077,0.0030278092165301426,1,0,0,3,8,0.13708820403825717,0.06016597510373444,86,0,98117,47.687,-122.386,0.2528180354267311,0.005165289256198347
905000,4,2,0.24372230428360414,0.006207008893886793,1,0,0,3,7,0.25398512221041447,0.1887966804979253,79,1,98040,47.5873,-122.249,0.3140096618357488,0.00693870523415978
247500,3,1,0.1447562776957164,0.009495815264881833,1,0,0,3,7,0.20828905419766205,0.0,58,0,98032,47.3576,-122.277,0.28180354267310787,0.0179247015610652
199000,4,1,0.08567208271787297,0.0038755957971585825,1,0,0,4,7,0.12327311370882041,0.0,50,0,98023,47.3036,-122.378,0.18679549114331723,0.0073461891643709825
314000,3,1,0.13367799113737075,0.025312485050191992,1,0,0,5,7,0.12858660998937302,0.12448132780082988,45,0,98038,47.4109,-121.958,0.26570048309178745,0.155
437500,3,2,0.17134416543574593,0.022313137240297234,2,0,2,3,9,0.24654622741764082,0.0,33,0,98045,47.4838,-121.714,0.4106280193236715,0.040249081726354455
850830,3,2,0.15288035450516987,0.008018244367215124,1,0,0,5,9,0.13496280552603612,0.16597510373443983,115,0,98102,47.6415,-122.315,0.35426731078904994,0.005165289256198347
555000,3,2,0.14623338257016247,0.0021061440910183672,1,0,0,4,7,0.153028692879915,0.11203319502074689,96,0,98117,47.6775,-122.372,0.25925925925925924,0.003992194674012856
699950,3,2,0.16174298375184637,0.06515421540682553,2,0,0,4,8,0.23273113708820403,0.0,42,0,98077,47.7731,-122.08,0.4138486312399356,0.054840449954086316
1088000,3,2,0.21565731166912852,0.00491292323474181,2,0,0,3,8,0.310308182784272,0.0,75,1,98004,47.5814,-122.196,0.38164251207729466,0.009312442607897153
290000,3,1,0.08936484490398819,0.02054005216309718,1,0,0,3,7,0.12858660998937302,0.0,71,0,98058,47.4375,-122.184,0.2640901771336554,0.017114325068870524
375000,3,2,0.172821270310192,0.006058646242276816,1,0,0,4,8,0.155154091392136,0.1825726141078838,47,0,98058,47.4431,-122.133,0.36231884057971014,0.009368686868686868
460000,3,1,0.12333825701624815,0.0024252751824406444,1,0,0,4,7,0.12433581296493093,0.1037344398340249,86,0,98117,47.6878,-122.38,0.1996779388083736,0.004597107438016529
188500,2,1,0.0915805022156573,0.0015096656753619292,1,0,0,4,8,0.13177470775770456,0.0,40,0,98198,47.3813,-122.322,0.20450885668276972,0.00570018365472911
680000,4,2,0.23190546528803546,0.016978137400771122,2,0,0,4,10,0.3336875664187035,0.0,34,0,98077,47.7304,-122.082,0.48148148148148145,0.04017561983471074
470000,5,1,0.1499261447562777,0.007473844270083004,2,0,0,4,7,0.2157279489904357,0.0,83,0,98052,47.6417,-122.109,0.4025764895330113,0.010827594123048668
597750,4,2,0.1706056129985229,0.005827927179977219,2,0,0,3,8,0.2454835281615303,0.0,41,0,98027,47.5386,-122.053,0.31239935587761675,0.01106060606060606
570000,3,1,0.0930576070901034,0.002015309814522463,1,0,0,5,6,0.07438894792773645,0.11618257261410789,120,0,98103,47.6823,-122.349,0.2222222222222222,0.004058769513314968
272500,3,1,0.1137370753323486,0.00763007922565596,1,0,0,4,7,0.12327311370882041,0.07883817427385892,45,0,98038,47.3624,-122.031,0.24798711755233493,0.013379247015610652
329950,3,1,0.1536189069423929,0.0036145986426936844,1,0,2,3,7,0.11477151965993623,0.2074688796680498,54,0,98108,47.5474,-122.295,0.3365539452495974,0.006313131313131313
480000,4,2,0.23855243722304284,0.009792540568101788,2,0,3,3,9,0.2678002125398512,0.14730290456431536,24,0,98001,47.3183,-122.253,0.4251207729468599,0.009776170798898072
740500,3,3,0.32348596750369274,0.003845317704993281,2,0,0,3,8,0.29543039319872477,0.33195020746887965,125,1,98117,47.6981,-122.368,0.2946859903381642,0.007288797061524334
518500,3,3,0.11742983751846381,0.0006673291513232435,3,0,0,3,8,0.1689691817215728,0.0,15,0,98103,47.6824,-122.347,0.2608695652173913,0.0036340679522497703
205425,2,1,0.06499261447562776,0.004105709297614874,1,0,0,4,6,0.09351753453772582,0.0,80,0,98178,47.5009,-122.248,0.19162640901771336,0.00778236914600551
171800,4,2,0.11595273264401773,0.0058133936957378745,1,0,0,3,6,0.16684378320935175,0.0,75,0,98168,47.4965,-122.303,0.3027375201288245,0.010330578512396695
535000,4,1,0.1189069423929099,0.001805785416738577,1,0,0,4,7,0.17109458023379384,0.0,100,0,98144,47.587,-122.294,0.25925925925925924,0.004637281910009183
660000,3,2,0.17725258493353027,0.003920407373563229,1,0,2,3,8,0.16578108395324123,0.17427385892116182,61,0,98177,47.7728,-122.386,0.37681159420289856,0.01246097337006428
391500,3,2,0.10709010339734121,0.005529990753070653,1,0,0,3,7,0.15409139213602552,0.0,38,0,98034,47.7288,-122.226,0.25442834138486314,0.010449954086317723
395000,2,1,0.0568685376661743,0.0036333710598361714,1,0,0,3,6,0.0818278427205101,0.0,72,0,98117,47.6999,-122.364,0.2753623188405797,0.006887052341597796
445000,4,1,0.155096011816839,0.0026644721105465257,1,0,0,5,7,0.18278427205100956,0.07883817427385892,101,0,98118,47.5299,-122.266,0.29790660225442833,0.005050505050505051
770000,3,2,0.21491875923190545,0.006179153049094715,2,0,0,3,9,0.30924548352816156,0.0,35,0,98052,47.6897,-122.098,0.43478260869565216,0.01606060606060606
1450000,4,2,0.20310192023633677,0.010772339630570942,1,0,0,3,8,0.2104144527098831,0.15975103734439833,111,1,98004,47.6141,-122.212,0.4927536231884058,0.012941919191919192
445000,3,2,0.155096011816839,0.00496621267695274,1,0,2,3,8,0.17215727948990436,0.0995850622406639,58,0,98178,47.5091,-122.244,0.428341384863124,0.01
260000,4,2,0.15952732644017725,0.005335605401369418,1,0,0,3,8,0.14452709883103082,0.16597510373443983,47,0,98023,47.3129,-122.39,0.3365539452495974,0.009641873278236915
822500,5,3,0.17134416543574593,0.0030035867427979017,2,0,0,5,7,0.18278427205100956,0.12448132780082988,99,0,98103,47.6763,-122.352,0.27375201288244766,0.005693296602387512
430000,4,2,0.15288035450516987,0.002609971544648983,2,0,0,3,7,0.2199787460148778,0.0,21,0,98065,47.5319,-121.85,0.3172302737520129,0.004302112029384757
212000,3,1,0.07828655834564253,0.004768799516034975,1,0,0,4,7,0.1126461211477152,0.0,39,0,98092,47.2761,-122.152,0.2286634460547504,0.008815426997245178
660500,4,2,0.1484490398818316,0.005815210381267792,1,0,0,3,8,0.153028692879915,0.11825726141078838,39,0,98027,47.5343,-122.054,0.33172302737520126,0.011240817263544537
784000,3,3,0.2917282127031019,0.06726459843074704,1,0,0,3,9,0.2614240170031881,0.3091286307053942,36,0,98052,47.697,-122.072,0.3993558776167472,0.10158402203856749
453246,3,2,0.1484490398818316,0.0013849199356408873,2,0,0,3,8,0.14771519659936239,0.12863070539419086,11,0,98029,47.5517,-121.998,0.2721417069243156,0.0019077134986225895
675000,4,3,0.15805022156573117,0.001379469879051133,3,0,0,3,9,0.22741764080765142,0.0,20,0,98107,47.6734,-122.38,0.24798711755233493,0.0026228191000918274
199000,3,1,0.09748892171344166,0.010530720455091836,1,0,0,4,7,0.14027630180658873,0.0,69,0,98003,47.3257,-122.296,0.249597423510467,0.02211317722681359
220000,4,1,0.14918759231905465,0.004747604851519264,1,0,0,3,7,0.1073326248671626,0.2095435684647303,57,0,98003,47.3309,-122.299,0.28180354267310787,0.009343434343434343
452000,4,2,0.1912850812407681,0.006056829556746897,1,0,0,4,8,0.14240170031880978,0.25933609958506226,57,0,98028,47.7689,-122.266,0.249597423510467,0.011978879706152433
382500,2,1,0.0878877400295421,0.0026886945842787666,1,0,0,3,6,0.12646121147715197,0.0,44,0,98125,47.7135,-122.287,0.1706924315619968,0.0065599173553719005
519950,3,2,0.086410635155096,0.0007563467422892296,3,0,0,3,8,0.12433581296493093,0.0,11,0,98107,47.6722,-122.381,0.21739130434782608,0.0015036730945821855
665000,2,1,0.08197932053175776,0.0019377978985792913,1,0,0,3,7,0.1179596174282678,0.0,100,0,98119,47.6338,-122.358,0.18840579710144928,0.004132231404958678
527700,5,2,0.20827178729689808,0.005677142280994018,1,0,0,4,8,0.1647183846971307,0.26348547717842324,57,0,98006,47.5707,-122.128,0.45410628019323673,0.010761019283746556
205000,3,1,0.1189069423929099,0.005195115053722419,1,0,0,4,7,0.1073326248671626,0.12448132780082988,63,0,98058,47.4563,-122.171,0.25925925925925924,0.009847337006427915
420000,3,1,0.07828655834564253,0.004903234245248913,1,0,0,4,7,0.09989373007438895,0.024896265560165973,102,0,98133,47.7144,-122.351,0.25120772946859904,0.00911386593204775
500000,4,2,0.1499261447562777,0.005157570219437445,1,0,0,4,8,0.14665249734325186,0.13485477178423236,64,0,98006,47.5495,-122.174,0.35909822866344604,0.010128558310376493
921500,4,2,0.2710487444608567,0.19097846077079544,2,0,0,4,9,0.3900106269925611,0.0,31,0,98077,47.7421,-122.026,0.4573268921095008,0.10099977043158861
890000,4,1,0.1883308714918759,0.002422247373224114,2,0,0,3,8,0.2518597236981934,0.03734439834024896,120,0,98109,47.6354,-122.353,0.35426731078904994,0.004591368227731864
430000,2,2,0.17872968980797638,0.03692958345217485,2,0,0,3,7,0.25717321997874604,0.0,18,0,98027,47.5262,-121.943,0.31239935587761675,0.2225
258000,5,2,0.16691285081240767,0.007569523041325357,1,0,0,4,8,0.12008501594048884,0.23443983402489627,65,0,98032,47.3887,-122.286,0.21900161030595813,0.02066115702479339
511000,3,1,0.10561299852289513,0.002092216168622329,1,0,0,3,7,0.10414452709883103,0.09336099585062241,78,0,98103,47.6873,-122.336,0.23349436392914655,0.005278925619834711
532170,3,2,0.10044313146233383,0.0018711860958156282,2,0,0,3,8,0.14452709883103082,0.0,35,0,98103,47.6838,-122.353,0.24154589371980675,0.003546831955922865
560000,3,1,0.08197932053175776,0.0030278092165301426,1,0,0,3,7,0.1179596174282678,0.0,78,0,98107,47.655,-122.359,0.2286634460547504,0.00573921028466483
282950,3,1,0.09231905465288036,0.0049656071151094345,1,0,0,4,7,0.13283740701381508,0.0,71,0,98003,47.3255,-122.304,0.27053140096618356,0.009909320477502296
2250000,4,3,0.3825701624815362,0.012020402589624666,2,0,3,3,12,0.37619553666312433,0.34024896265560167,19,0,98006,47.562,-122.162,0.5088566827697263,0.011191460055096419
350000,1,1,0.051698670605613,0.0030883654008607457,1,0,0,3,7,0.07438894792773645,0.0,83,0,98115,47.679,-122.3,0.16264090177133655,0.005853994490358127
215000,3,1,0.08714918759231906,0.004644053776313933,1,0,0,4,7,0.12539851222104145,0.0,58,0,98058,47.4479,-122.176,0.19162640901771336,0.008802800734618917
650000,5,3,0.29246676514032494,0.015287408734260691,2,0,0,3,9,0.26567481402763016,0.3029045643153527,29,0,98056,47.525,-122.172,0.4251207729468599,0.01569674012855831
320000,4,2,0.19497784342688332,0.004541713824795214,1,0,0,3,8,0.17215727948990436,0.21161825726141079,58,0,98023,47.3135,-122.369,0.3188405797101449,0.009039256198347107
247000,3,2,0.09379615952732644,0.004358834148116794,1,0,0,3,7,0.13496280552603612,0.0,109,1,98022,47.2086,-121.996,0.18679549114331723,0.00826216712580349
320000,4,1,0.12998522895125553,0.006770181408161399,1,0,0,4,8,0.18703506907545164,0.0,57,0,98059,47.4715,-122.118,0.2785829307568438,0.01283287419651056
255000,5,2,0.15214180206794684,0.005227209831417639,1,0,0,3,7,0.10945802337938364,0.21369294605809128,63,0,98146,47.4877,-122.335,0.16264090177133655,0.013406795224977043
